,id,age,gender,education,freq,variable,value,drug_type
3766,141,25-34,F,University degree,Used in Last Week,oscore,1.44,alcohol
3767,142,35-44,F,Left school at 16 years,Used in Last Week,oscore,-1.12,alcohol
3768,143,35-44,M,Left school at 17 years,Used in Last Day,oscore,-1.28,alcohol
3769,145,45-54,M,Professional certificate/ diploma,Used in Last Day,oscore,-0.45,alcohol
3770,146,45-54,F,University degree,Used in Last Month,oscore,-1.12,alcohol
3771,147,55-64,M,Professional certificate/ diploma,Used in Last Day,oscore,-0.18,alcohol
3772,148,35-44,M,Masters degree,Used in Last Month,oscore,-0.72,alcohol
3773,149,35-44,F,Professional certificate/ diploma,Used in Last Month,oscore,-2.63,alcohol
3774,150,45-54,F,University degree,Used in Last Month,oscore,-0.72,alcohol
3775,151,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,0.14,alcohol
3776,152,35-44,F,University degree,Used in Last Week,oscore,-1.83,alcohol
3777,153,25-34,F,University degree,Used in Last Week,oscore,-0.72,alcohol
3778,154,25-34,M,University degree,Used in Last Day,oscore,-1.68,alcohol
3779,155,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,0.72,alcohol
3780,156,35-44,F,University degree,Used in Last Week,oscore,-1.28,alcohol
3781,157,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-0.32,alcohol
3782,158,25-34,M,Left school at 16 years,Used in Last Day,oscore,-1.83,alcohol
3783,159,35-44,F,University degree,Used in Last Year,oscore,-0.32,alcohol
3784,160,45-54,F,"Some college or university, no certificate or degree",Used in Last Month,oscore,-0.58,alcohol
3785,161,45-54,M,Masters degree,Used in Last Week,oscore,0.45,alcohol
3786,162,35-44,M,University degree,Used in Last Week,oscore,-0.85,alcohol
3787,163,25-34,F,University degree,Used in Last Year,oscore,-0.18,alcohol
3788,164,25-34,F,"Some college or university, no certificate or degree",Used in Last Month,oscore,-0.32,alcohol
3789,165,25-34,F,Doctorate degree,Used in Last Year,oscore,-1.56,alcohol
3790,166,45-54,M,Masters degree,Used in Last Day,oscore,-0.32,alcohol
3791,167,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,oscore,0.72,alcohol
3792,168,25-34,F,Professional certificate/ diploma,Used in Last Decade,oscore,-0.98,alcohol
3793,169,25-34,F,University degree,Used in Last Week,oscore,-1.28,alcohol
3794,170,18-24,F,Left school at 18 years,Used in Last Week,oscore,-1.42,alcohol
3795,171,45-54,M,Left school at 16 years,Used in Last Decade,oscore,-0.32,alcohol
3796,172,35-44,M,Masters degree,Used in Last Day,oscore,2.15,alcohol
3797,173,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.45,alcohol
3798,174,35-44,F,University degree,Used in Last Day,oscore,1.24,alcohol
3799,175,35-44,F,Professional certificate/ diploma,Used in Last Day,oscore,-2.21,alcohol
3800,176,55-64,F,University degree,Used in Last Week,oscore,0.45,alcohol
3801,177,35-44,F,University degree,Used in Last Year,oscore,-0.85,alcohol
3802,178,35-44,F,University degree,Used in Last Week,oscore,-1.28,alcohol
3803,179,45-54,F,University degree,Used in Last Week,oscore,-0.45,alcohol
3804,180,35-44,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.98,alcohol
3805,181,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.56,alcohol
3806,182,25-34,M,Doctorate degree,Used in Last Week,oscore,-0.32,alcohol
3807,183,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-0.32,alcohol
3808,184,18-24,F,University degree,Used in Last Day,oscore,0.29,alcohol
3809,185,55-64,M,Left school at 18 years,Used in Last Day,oscore,-0.98,alcohol
3810,186,35-44,F,University degree,Used in Last Week,oscore,-0.02,alcohol
3811,187,35-44,F,Masters degree,Used in Last Day,oscore,0.14,alcohol
3812,188,55-64,F,Left school at 16 years,Used in Last Month,oscore,-1.97,alcohol
3813,189,45-54,F,Left school at 16 years,Used in Last Month,oscore,-2.09,alcohol
3814,190,18-24,F,Masters degree,Used in Last Week,oscore,-0.45,alcohol
3815,191,55-64,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.85,alcohol
3816,192,18-24,M,University degree,Used in Last Week,oscore,-1.12,alcohol
3817,193,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.18,alcohol
3818,194,45-54,F,University degree,Used in Last Week,oscore,-0.45,alcohol
3819,195,25-34,F,University degree,Used in Last Year,oscore,-0.02,alcohol
3820,196,55-64,F,University degree,Used in Last Week,oscore,0.72,alcohol
3821,197,18-24,M,University degree,Used in Last Month,oscore,-0.58,alcohol
3822,198,55-64,F,University degree,Used in Last Week,oscore,-0.72,alcohol
3823,199,25-34,F,Professional certificate/ diploma,Used in Last Day,oscore,0.58,alcohol
3824,200,45-54,F,Professional certificate/ diploma,Used in Last Month,oscore,0.72,alcohol
3825,201,18-24,F,University degree,Used in Last Day,oscore,-0.85,alcohol
3826,202,35-44,M,Masters degree,Used in Last Week,oscore,-0.58,alcohol
3827,203,35-44,F,University degree,Used in Last Day,oscore,-0.45,alcohol
3828,204,65+,M,Left school before 16 years,Used in Last Week,oscore,-2.4,alcohol
3829,205,25-34,F,University degree,Used in Last Week,oscore,1.24,alcohol
3830,206,35-44,F,Left school at 16 years,Used in Last Week,oscore,0.29,alcohol
3831,207,18-24,F,University degree,Used in Last Week,oscore,0.58,alcohol
3832,208,35-44,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.58,alcohol
3833,209,35-44,F,University degree,Used in Last Month,oscore,-0.18,alcohol
3834,211,25-34,F,"Some college or university, no certificate or degree",Used in Last Year,oscore,-1.42,alcohol
3835,212,45-54,F,Left school at 16 years,Used in Last Week,oscore,-1.12,alcohol
3836,213,25-34,F,Professional certificate/ diploma,Used in Last Day,oscore,-0.85,alcohol
3837,214,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.28,alcohol
3838,215,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,0.45,alcohol
3839,216,25-34,F,University degree,Used in Last Week,oscore,-0.72,alcohol
3840,217,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,0.29,alcohol
3841,218,35-44,M,Professional certificate/ diploma,Used in Last Decade,oscore,0.45,alcohol
3842,219,25-34,F,Masters degree,Used in Last Month,oscore,-0.85,alcohol
3843,220,35-44,F,"Some college or university, no certificate or degree",Used in Last Day,oscore,0.14,alcohol
3844,221,18-24,F,University degree,Used in Last Week,oscore,0.29,alcohol
3845,222,25-34,F,University degree,Used in Last Year,oscore,-0.45,alcohol
3846,223,35-44,F,University degree,Used in Last Day,oscore,0.72,alcohol
3847,225,45-54,F,University degree,Used in Last Week,oscore,0.29,alcohol
3848,226,35-44,F,University degree,Used in Last Day,oscore,0.88,alcohol
3849,227,45-54,F,University degree,Used in Last Week,oscore,-0.72,alcohol
3850,228,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,oscore,-0.98,alcohol
3851,229,45-54,M,Masters degree,Used in Last Day,oscore,-0.02,alcohol
3852,230,45-54,F,University degree,Used in Last Day,oscore,0.14,alcohol
3853,231,35-44,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.83,alcohol
3854,232,65+,F,Masters degree,Used in Last Day,oscore,-0.45,alcohol
3855,233,25-34,F,University degree,Used in Last Week,oscore,-0.02,alcohol
3856,234,45-54,M,University degree,Used in Last Day,oscore,-1.42,alcohol
3857,235,25-34,F,University degree,Used in Last Month,oscore,-0.02,alcohol
3858,236,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.28,alcohol
3859,237,25-34,F,Masters degree,Used in Last Day,oscore,-0.18,alcohol
3860,238,25-34,F,Left school at 16 years,Used in Last Week,oscore,-2.21,alcohol
3861,239,18-24,F,Left school at 18 years,Used in Last Month,oscore,-0.72,alcohol
3862,240,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,0.72,alcohol
3863,241,35-44,F,Masters degree,Used in Last Month,oscore,-0.02,alcohol
3864,242,25-34,F,Left school at 18 years,Used in Last Week,oscore,-0.85,alcohol
3865,243,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-3.27,alcohol
3866,244,25-34,F,University degree,Used in Last Week,oscore,0.72,alcohol
3867,245,35-44,M,University degree,Used in Last Week,oscore,-0.18,alcohol
3868,246,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-1.68,alcohol
3869,247,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.28,alcohol
3870,248,45-54,M,Masters degree,Used in Last Day,oscore,-1.12,alcohol
3871,249,45-54,F,Doctorate degree,Used in Last Week,oscore,-0.32,alcohol
3872,250,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.18,alcohol
3873,251,45-54,M,University degree,Used in Last Week,oscore,-0.32,alcohol
3874,252,35-44,F,University degree,Used in Last Month,oscore,-0.72,alcohol
3875,253,18-24,F,Masters degree,Used in Last Week,oscore,-0.58,alcohol
3876,254,45-54,F,Doctorate degree,Used in Last Day,oscore,0.29,alcohol
3877,255,25-34,M,Professional certificate/ diploma,Used in Last Month,oscore,-0.72,alcohol
3878,256,35-44,F,Masters degree,Used in Last Week,oscore,1.06,alcohol
3879,257,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,oscore,-0.32,alcohol
3880,258,35-44,M,Doctorate degree,Used in Last Month,oscore,0.88,alcohol
3881,259,65+,M,Doctorate degree,Used in Last Week,oscore,-0.45,alcohol
3882,260,65+,M,Professional certificate/ diploma,Used in Last Day,oscore,0.29,alcohol
3883,261,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,2.15,alcohol
3884,262,55-64,M,University degree,Used in Last Decade,oscore,0.72,alcohol
3885,263,45-54,M,Masters degree,Used in Last Year,oscore,-0.32,alcohol
3886,264,55-64,F,Left school before 16 years,Used in Last Week,oscore,-0.02,alcohol
3887,265,18-24,F,University degree,Used in Last Week,oscore,-0.02,alcohol
3888,266,35-44,F,University degree,Used in Last Decade,oscore,-0.45,alcohol
3889,267,55-64,M,University degree,Used in Last Day,oscore,-0.18,alcohol
3890,268,35-44,M,Professional certificate/ diploma,Used in Last Day,oscore,-1.28,alcohol
3891,269,45-54,F,Masters degree,Used in Last Day,oscore,0.58,alcohol
3892,270,35-44,F,Masters degree,Used in Last Month,oscore,-0.85,alcohol
3893,271,45-54,F,Masters degree,Used in Last Day,oscore,1.66,alcohol
3894,272,45-54,F,Masters degree,Used in Last Day,oscore,0.45,alcohol
3895,273,55-64,M,Doctorate degree,Used in Last Day,oscore,-0.02,alcohol
3896,274,25-34,F,University degree,Used in Last Day,oscore,-1.12,alcohol
3897,275,35-44,M,Masters degree,Used in Last Day,oscore,0.14,alcohol
3898,276,35-44,F,Masters degree,Used in Last Month,oscore,0.14,alcohol
3899,277,55-64,M,Doctorate degree,Used in Last Day,oscore,-0.58,alcohol
3900,278,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,oscore,1.06,alcohol
3901,279,45-54,F,University degree,Used in Last Week,oscore,-0.32,alcohol
3902,280,45-54,M,Masters degree,Used in Last Week,oscore,0.29,alcohol
3903,281,55-64,M,Masters degree,Used in Last Day,oscore,0.72,alcohol
3904,282,45-54,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-2.21,alcohol
3905,283,45-54,F,Masters degree,Used in Last Week,oscore,0.14,alcohol
3906,284,45-54,M,University degree,Used in Last Day,oscore,0.14,alcohol
3907,285,35-44,M,Professional certificate/ diploma,Used in Last Year,oscore,0.72,alcohol
3908,286,35-44,M,University degree,Used in Last Week,oscore,-0.72,alcohol
3909,287,45-54,F,University degree,Used in Last Week,oscore,-0.18,alcohol
3910,288,45-54,M,Masters degree,Used in Last Year,oscore,-0.45,alcohol
3911,289,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,oscore,-0.72,alcohol
3912,290,25-34,F,Masters degree,Used in Last Month,oscore,-0.72,alcohol
3913,292,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,0.45,alcohol
3914,293,45-54,F,Professional certificate/ diploma,Used in Last Year,oscore,-0.58,alcohol
3915,295,25-34,F,Professional certificate/ diploma,Used in Last Year,oscore,-0.18,alcohol
3916,296,18-24,F,Left school at 17 years,Used in Last Week,oscore,-0.18,alcohol
3917,297,35-44,M,Professional certificate/ diploma,Used in Last Week,oscore,0.14,alcohol
3918,300,35-44,F,University degree,Used in Last Week,oscore,-1.42,alcohol
3919,301,35-44,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.18,alcohol
3920,302,25-34,F,"Some college or university, no certificate or degree",Used in Last Year,oscore,-1.56,alcohol
3921,303,35-44,F,Doctorate degree,Used in Last Day,oscore,-0.72,alcohol
3922,304,55-64,F,Professional certificate/ diploma,Used in Last Day,oscore,-0.02,alcohol
3923,305,45-54,F,University degree,Used in Last Day,oscore,-1.28,alcohol
3924,306,45-54,F,University degree,Used in Last Month,oscore,-1.28,alcohol
3925,307,35-44,M,Masters degree,Used in Last Week,oscore,-0.85,alcohol
3926,308,45-54,M,Masters degree,Used in Last Week,oscore,-0.72,alcohol
3927,309,35-44,F,Left school at 18 years,Used in Last Week,oscore,-0.18,alcohol
3928,310,35-44,M,Masters degree,Used in Last Day,oscore,-0.18,alcohol
3929,311,45-54,F,University degree,Used in Last Year,oscore,-0.85,alcohol
3930,312,18-24,F,Left school at 16 years,Used in Last Year,oscore,-1.97,alcohol
3931,313,45-54,F,Masters degree,Used in Last Day,oscore,-0.45,alcohol
3932,314,25-34,F,Masters degree,Used in Last Week,oscore,0.29,alcohol
3933,315,18-24,F,Left school at 18 years,Used in Last Week,oscore,-0.72,alcohol
3934,316,45-54,F,Doctorate degree,Used in Last Week,oscore,0.58,alcohol
3935,317,55-64,F,University degree,Used in Last Week,oscore,1.06,alcohol
3936,318,35-44,M,University degree,Used in Last Week,oscore,-0.98,alcohol
3937,319,25-34,F,Professional certificate/ diploma,Used in Last Decade,oscore,-0.72,alcohol
3938,320,45-54,F,Left school at 16 years,Used in Last Month,oscore,-1.28,alcohol
3939,321,45-54,F,University degree,Used in Last Week,oscore,-0.58,alcohol
3940,322,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,oscore,-0.98,alcohol
3941,323,18-24,F,University degree,Used in Last Week,oscore,0.45,alcohol
3942,324,45-54,M,Left school at 17 years,Used in Last Day,oscore,-1.68,alcohol
3943,325,25-34,F,Doctorate degree,Used in Last Week,oscore,1.44,alcohol
3944,326,35-44,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.18,alcohol
3945,327,35-44,M,Left school at 18 years,Used in Last Day,oscore,-1.97,alcohol
3946,328,45-54,M,Masters degree,Used in Last Day,oscore,-0.02,alcohol
3947,329,25-34,F,Professional certificate/ diploma,Used in Last Week,oscore,-1.28,alcohol
3948,330,45-54,M,Professional certificate/ diploma,Used in Last Month,oscore,-0.98,alcohol
3949,332,35-44,M,Left school before 16 years,Used in Last Day,oscore,-0.98,alcohol
3950,334,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,oscore,-0.85,alcohol
3951,335,65+,M,"Some college or university, no certificate or degree",Used in Last Month,oscore,-0.98,alcohol
3952,336,65+,F,Left school at 16 years,Used in Last Month,oscore,-1.42,alcohol
3953,337,25-34,F,Masters degree,Used in Last Day,oscore,0.58,alcohol
3954,338,45-54,F,Masters degree,Used in Last Week,oscore,-0.18,alcohol
3955,339,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,1.06,alcohol
3956,340,35-44,M,Doctorate degree,Used in Last Day,oscore,0.29,alcohol
3957,341,45-54,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.58,alcohol
3958,342,35-44,F,Masters degree,Used in Last Week,oscore,0.88,alcohol
3959,343,55-64,F,Professional certificate/ diploma,Used in Last Week,oscore,-0.32,alcohol
3960,345,18-24,F,Left school before 16 years,Used in Last Week,oscore,-0.02,alcohol
3961,347,35-44,F,University degree,Used in Last Decade,oscore,-0.18,alcohol
3962,348,45-54,F,University degree,Used in Last Day,oscore,1.66,alcohol
3963,349,45-54,M,Masters degree,Used in Last Decade,oscore,-0.02,alcohol
3964,350,45-54,M,Professional certificate/ diploma,Used in Last Day,oscore,-0.45,alcohol
3965,351,45-54,M,University degree,Used in Last Week,oscore,-0.58,alcohol
3966,352,35-44,F,"Some college or university, no certificate or degree",Used in Last Month,oscore,0.88,alcohol
3967,353,35-44,M,Professional certificate/ diploma,Used in Last Week,oscore,-0.02,alcohol
3968,355,25-34,M,Left school at 16 years,Used in Last Decade,oscore,-0.18,alcohol
