,ID,age,gender,education,alcohol,variable,value
2733,961,45-54,F,"Some college or university, no certificate or degree",CL5,escore,-0.69509
2734,962,18-24,M,Professional certificate/ diploma,CL5,escore,0.96248
2735,963,25-34,M,"Some college or university, no certificate or degree",CL5,escore,0.32197
2736,964,35-44,M,"Some college or university, no certificate or degree",CL5,escore,-1.92173
2737,965,18-24,M,"Some college or university, no certificate or degree",CL5,escore,1.2861
2738,966,25-34,F,Masters degree,CL5,escore,0.00332
2739,967,18-24,M,Masters degree,CL5,escore,1.11406
2740,968,18-24,F,"Some college or university, no certificate or degree",CL4,escore,0.32197
2741,969,18-24,F,"Some college or university, no certificate or degree",CL5,escore,0.16767
2742,970,18-24,M,"Some college or university, no certificate or degree",CL6,escore,1.2861
2743,971,55-64,M,Doctorate degree,CL6,escore,1.2861
2744,972,35-44,F,University degree,CL5,escore,0.00332
2745,973,25-34,M,"Some college or university, no certificate or degree",CL6,escore,-1.6334
2746,974,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-1.23177
2747,975,18-24,M,"Some college or university, no certificate or degree",CL6,escore,2.127
2748,976,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.00332
2749,979,35-44,F,Masters degree,CL5,escore,1.45421
2750,980,45-54,F,"Some college or university, no certificate or degree",CL6,escore,-1.09207
2751,981,25-34,F,Doctorate degree,CL4,escore,0.16767
2752,982,18-24,M,"Some college or university, no certificate or degree",CL4,escore,-0.15487
2753,983,18-24,M,"Some college or university, no certificate or degree",CL6,escore,1.11406
2754,984,25-34,F,University degree,CL5,escore,-0.15487
2755,985,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-0.15487
2756,986,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.32197
2757,987,18-24,M,Professional certificate/ diploma,CL5,escore,-0.80615
2758,988,25-34,M,"Some college or university, no certificate or degree",CL4,escore,0.63779
2759,989,18-24,M,"Some college or university, no certificate or degree",CL4,escore,-1.50796
2760,990,25-34,M,University degree,CL5,escore,0.00332
2761,991,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-0.57545
2762,992,18-24,M,"Some college or university, no certificate or degree",CL5,escore,1.74091
2763,993,55-64,M,Professional certificate/ diploma,CL3,escore,0.32197
2764,994,25-34,M,University degree,CL5,escore,0.80523
2765,995,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.80523
2766,996,18-24,M,Masters degree,CL5,escore,-0.30033
2767,997,18-24,M,Masters degree,CL5,escore,0.96248
2768,998,25-34,M,Masters degree,CL6,escore,-0.30033
2769,999,25-34,F,Doctorate degree,CL3,escore,0.80523
2770,1000,18-24,M,"Some college or university, no certificate or degree",CL4,escore,0.47617
2771,1001,18-24,M,Left school at 16 years,CL5,escore,-1.09207
2772,1002,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.96248
2773,1003,45-54,F,"Some college or university, no certificate or degree",CL4,escore,0.16767
2774,1004,18-24,M,"Some college or university, no certificate or degree",CL3,escore,-1.7625
2775,1005,18-24,M,Left school at 18 years,CL5,escore,-2.21069
2776,1006,18-24,M,Left school at 18 years,CL5,escore,-1.50796
2777,1007,18-24,F,Left school at 18 years,CL3,escore,-0.94779
2778,1008,18-24,M,"Some college or university, no certificate or degree",CL4,escore,0.16767
2779,1009,45-54,M,Masters degree,CL6,escore,-1.23177
2780,1010,18-24,F,Left school at 18 years,CL5,escore,0.96248
2781,1011,45-54,M,University degree,CL6,escore,0.00332
2782,1012,18-24,F,"Some college or university, no certificate or degree",CL6,escore,1.45421
2783,1013,25-34,M,"Some college or university, no certificate or degree",CL6,escore,-1.23177
2784,1014,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.32197
2785,1015,25-34,M,"Some college or university, no certificate or degree",CL5,escore,2.127
2786,1017,18-24,M,Professional certificate/ diploma,CL6,escore,2.57309
2787,1018,25-34,M,"Some college or university, no certificate or degree",CL6,escore,-2.5383
2788,1019,18-24,F,Left school at 18 years,CL5,escore,-1.23177
2789,1021,35-44,F,"Some college or university, no certificate or degree",CL3,escore,-1.37639
2790,1022,18-24,M,University degree,CL6,escore,-0.94779
2791,1023,18-24,F,"Some college or university, no certificate or degree",CL5,escore,-2.72827
2792,1024,18-24,M,Left school at 18 years,CL5,escore,-0.15487
2793,1025,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-0.30033
2794,1026,18-24,F,Left school at 18 years,CL4,escore,-1.09207
2795,1027,18-24,F,University degree,CL5,escore,-0.94779
2796,1028,45-54,M,Doctorate degree,CL2,escore,0.32197
2797,1029,35-44,F,University degree,CL5,escore,0.32197
2798,1030,18-24,F,Masters degree,CL5,escore,0.80523
2799,1031,18-24,F,University degree,CL5,escore,-0.94779
2800,1032,18-24,M,"Some college or university, no certificate or degree",CL3,escore,0.32197
2801,1033,25-34,M,"Some college or university, no certificate or degree",CL3,escore,-1.37639
2802,1034,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-0.69509
2803,1035,18-24,F,"Some college or university, no certificate or degree",CL6,escore,-0.57545
2804,1036,18-24,M,Professional certificate/ diploma,CL6,escore,0.47617
2805,1037,18-24,F,"Some college or university, no certificate or degree",CL6,escore,0.80523
2806,1038,25-34,M,"Some college or university, no certificate or degree",CL4,escore,0.47617
2807,1039,35-44,F,Masters degree,CL6,escore,-1.50796
2808,1040,18-24,F,"Some college or university, no certificate or degree",CL5,escore,-0.80615
2809,1041,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-0.15487
2810,1042,35-44,F,Masters degree,CL6,escore,-0.15487
2811,1043,35-44,M,University degree,CL6,escore,-2.11437
2812,1044,25-34,M,"Some college or university, no certificate or degree",CL5,escore,-0.57545
2813,1045,25-34,F,Masters degree,CL6,escore,-0.43999
2814,1046,18-24,M,"Some college or university, no certificate or degree",CL6,escore,1.2861
2815,1047,25-34,F,Masters degree,CL5,escore,1.2861
2816,1048,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-1.23177
2817,1049,18-24,M,Masters degree,CL6,escore,2.57309
2818,1050,18-24,M,Professional certificate/ diploma,CL5,escore,0.63779
2819,1051,18-24,F,"Some college or university, no certificate or degree",CL5,escore,0.47617
2820,1052,25-34,M,Doctorate degree,CL5,escore,-0.15487
2821,1053,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.43999
2822,1054,18-24,M,Left school at 18 years,CL6,escore,-0.57545
2823,1055,18-24,F,"Some college or university, no certificate or degree",CL5,escore,-0.57545
2824,1056,25-34,M,Left school at 16 years,CL6,escore,1.2861
2825,1057,25-34,F,"Some college or university, no certificate or degree",CL4,escore,-0.15487
2826,1058,35-44,F,Left school at 18 years,CL4,escore,-1.23177
2827,1059,18-24,M,University degree,CL5,escore,-1.09207
2828,1060,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.15487
2829,1061,45-54,F,Masters degree,CL5,escore,0.00332
2830,1062,18-24,F,Left school at 18 years,CL2,escore,0.63779
2831,1063,18-24,F,University degree,CL5,escore,1.93886
2832,1064,25-34,M,"Some college or university, no certificate or degree",CL5,escore,-0.15487
2833,1065,25-34,M,Masters degree,CL5,escore,0.63779
2834,1066,18-24,M,"Some college or university, no certificate or degree",CL4,escore,0.47617
2835,1067,35-44,F,Left school at 17 years,CL5,escore,-0.69509
2836,1068,35-44,M,University degree,CL3,escore,-0.69509
2837,1069,18-24,M,Left school at 18 years,CL6,escore,0.96248
2838,1070,25-34,F,Doctorate degree,CL6,escore,0.00332
2839,1071,25-34,F,Masters degree,CL6,escore,-1.37639
2840,1072,18-24,M,Masters degree,CL5,escore,0.00332
2841,1073,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.43999
2842,1074,18-24,F,Masters degree,CL2,escore,-1.50796
2843,1075,35-44,F,Doctorate degree,CL5,escore,0.32197
2844,1076,35-44,M,Left school at 18 years,CL6,escore,-0.69509
2845,1077,18-24,M,Left school at 17 years,CL3,escore,-0.57545
2846,1078,35-44,F,Professional certificate/ diploma,CL4,escore,0.00332
2847,1079,25-34,F,University degree,CL3,escore,-1.92173
2848,1080,45-54,M,Professional certificate/ diploma,CL4,escore,0.96248
2849,1081,35-44,F,Professional certificate/ diploma,CL4,escore,-1.37639
2850,1082,25-34,F,Masters degree,CL6,escore,1.74091
2851,1083,18-24,F,Masters degree,CL5,escore,1.58487
2852,1084,18-24,M,Masters degree,CL5,escore,0.47617
2853,1085,18-24,F,Masters degree,CL6,escore,1.11406
2854,1086,18-24,F,University degree,CL5,escore,-0.15487
2855,1087,18-24,F,Masters degree,CL6,escore,0.47617
2856,1088,35-44,M,Professional certificate/ diploma,CL6,escore,-0.15487
2857,1089,18-24,F,Masters degree,CL3,escore,0.96248
2858,1090,18-24,F,Masters degree,CL6,escore,0.47617
2859,1091,25-34,F,Masters degree,CL6,escore,-0.15487
2860,1092,25-34,F,University degree,CL6,escore,1.45421
2861,1093,18-24,F,Masters degree,CL5,escore,1.45421
2862,1094,45-54,F,Left school at 16 years,CL4,escore,0.63779
2863,1095,18-24,M,University degree,CL3,escore,-0.80615
2864,1096,25-34,F,University degree,CL6,escore,1.74091
2865,1097,35-44,M,Masters degree,CL5,escore,0.96248
2866,1098,25-34,M,Masters degree,CL5,escore,-1.09207
2867,1099,18-24,M,Left school at 18 years,CL5,escore,-0.69509
2868,1100,25-34,M,"Some college or university, no certificate or degree",CL3,escore,0.00332
2869,1101,18-24,F,"Some college or university, no certificate or degree",CL4,escore,-0.43999
2870,1102,18-24,F,Masters degree,CL5,escore,1.2861
2871,1103,18-24,M,"Some college or university, no certificate or degree",CL6,escore,0.47617
2872,1104,18-24,F,University degree,CL5,escore,-0.15487
2873,1105,18-24,F,Masters degree,CL6,escore,-0.15487
2874,1106,18-24,F,Left school at 18 years,CL5,escore,0.32197
2875,1107,25-34,M,"Some college or university, no certificate or degree",CL6,escore,-1.09207
2876,1108,25-34,F,Doctorate degree,CL4,escore,-0.30033
2877,1109,25-34,F,"Some college or university, no certificate or degree",CL5,escore,-0.30033
2878,1110,18-24,M,University degree,CL5,escore,1.11406
2879,1111,18-24,M,"Some college or university, no certificate or degree",CL6,escore,1.74091
2880,1112,45-54,M,"Some college or university, no certificate or degree",CL5,escore,-1.50796
2881,1113,18-24,F,"Some college or university, no certificate or degree",CL5,escore,-0.15487
2882,1114,45-54,M,Doctorate degree,CL6,escore,-0.43999
2883,1115,18-24,M,Left school at 18 years,CL5,escore,-1.23177
2884,1116,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.47617
2885,1117,45-54,M,Left school at 16 years,CL3,escore,-0.57545
2886,1118,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.00332
2887,1119,18-24,M,"Some college or university, no certificate or degree",CL6,escore,-1.23177
2888,1120,25-34,F,University degree,CL6,escore,2.57309
2889,1121,18-24,M,"Some college or university, no certificate or degree",CL4,escore,-0.43999
2890,1122,25-34,M,University degree,CL5,escore,1.2861
2891,1123,25-34,M,"Some college or university, no certificate or degree",CL2,escore,-2.44904
2892,1124,18-24,M,Left school at 16 years,CL3,escore,-1.92173
2893,1125,25-34,M,Professional certificate/ diploma,CL6,escore,-0.94779
2894,1126,25-34,M,Left school at 18 years,CL6,escore,0.00332
2895,1127,25-34,M,Professional certificate/ diploma,CL4,escore,-1.37639
2896,1128,55-64,M,Left school at 17 years,CL3,escore,-0.43999
2897,1129,18-24,M,"Some college or university, no certificate or degree",CL4,escore,-0.94779
2898,1130,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-2.03972
2899,1131,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-1.23177
2900,1132,18-24,M,"Some college or university, no certificate or degree",CL6,escore,0.16767
2901,1133,25-34,F,Professional certificate/ diploma,CL4,escore,0.80523
2902,1134,25-34,M,Masters degree,CL6,escore,-0.69509
2903,1135,35-44,M,Professional certificate/ diploma,CL3,escore,0.16767
2904,1136,18-24,M,Masters degree,CL5,escore,1.2861
2905,1137,18-24,M,Left school at 18 years,CL3,escore,0.63779
2906,1138,25-34,F,Doctorate degree,CL5,escore,0.32197
2907,1139,25-34,F,University degree,CL5,escore,-1.92173
2908,1140,25-34,M,"Some college or university, no certificate or degree",CL6,escore,-1.23177
2909,1141,18-24,F,"Some college or university, no certificate or degree",CL6,escore,0.47617
2910,1142,25-34,F,University degree,CL4,escore,-1.6334
2911,1143,35-44,M,Professional certificate/ diploma,CL4,escore,-1.23177
2912,1144,18-24,F,"Some college or university, no certificate or degree",CL6,escore,-1.92173
2913,1146,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.80615
2914,1147,25-34,M,Masters degree,CL5,escore,-0.69509
2915,1148,25-34,M,University degree,CL5,escore,-0.43999
2916,1149,35-44,M,Professional certificate/ diploma,CL3,escore,-0.94779
2917,1150,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.16767
2918,1152,25-34,M,"Some college or university, no certificate or degree",CL4,escore,-0.43999
2919,1154,55-64,F,Masters degree,CL3,escore,-0.69509
2920,1155,18-24,M,Left school at 18 years,CL4,escore,-0.80615
2921,1156,18-24,F,Masters degree,CL6,escore,0.16767
2922,1157,18-24,M,Doctorate degree,CL6,escore,1.74091
2923,1158,18-24,F,"Some college or university, no certificate or degree",CL3,escore,-0.15487
2924,1159,18-24,M,"Some college or university, no certificate or degree",CL4,escore,1.93886
2925,1160,45-54,M,Professional certificate/ diploma,CL3,escore,0.00332
2926,1161,25-34,F,University degree,CL6,escore,-0.15487
2927,1162,18-24,M,Left school at 17 years,CL5,escore,-1.09207
2928,1163,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.15487
2929,1164,25-34,F,Doctorate degree,CL5,escore,-0.94779
2930,1165,25-34,M,Left school at 17 years,CL4,escore,0.32197
2931,1166,25-34,M,"Some college or university, no certificate or degree",CL5,escore,-1.09207
2932,1167,35-44,M,University degree,CL6,escore,-0.57545
2933,1168,25-34,M,University degree,CL5,escore,-0.94779
2934,1169,18-24,M,Left school at 18 years,CL6,escore,-0.30033
2935,1170,45-54,M,Professional certificate/ diploma,CL5,escore,-0.15487
2936,1171,35-44,F,University degree,CL6,escore,1.2861
2937,1172,35-44,M,"Some college or university, no certificate or degree",CL3,escore,-0.57545
2938,1173,18-24,M,"Some college or university, no certificate or degree",CL5,escore,0.16767
2939,1174,18-24,F,"Some college or university, no certificate or degree",CL4,escore,0.16767
2940,1175,18-24,M,"Some college or university, no certificate or degree",CL4,escore,-0.80615
2941,1176,25-34,M,Masters degree,CL6,escore,-0.80615
2942,1177,18-24,M,"Some college or university, no certificate or degree",CL3,escore,0.00332
2943,1178,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.15487
2944,1179,25-34,F,"Some college or university, no certificate or degree",CL5,escore,0.32197
2945,1180,25-34,F,Masters degree,CL4,escore,0.47617
2946,1182,18-24,M,"Some college or university, no certificate or degree",CL2,escore,-1.6334
2947,1183,25-34,M,"Some college or university, no certificate or degree",CL5,escore,-0.43999
2948,1184,25-34,F,Professional certificate/ diploma,CL6,escore,-0.43999
2949,1185,18-24,M,University degree,CL5,escore,1.11406
2950,1186,45-54,M,Left school at 16 years,CL4,escore,-1.23177
2951,1187,18-24,M,"Some college or university, no certificate or degree",CL5,escore,-0.30033
2952,1188,18-24,M,"Some college or university, no certificate or degree",CL6,escore,0.63779
2953,1189,25-34,F,University degree,CL5,escore,-0.30033
2954,1190,55-64,F,Doctorate degree,CL6,escore,0.47617
