no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol
1460,18-24,F,7,UK,White,-0.92104,0.80523,-0.01928,1.11406,-0.65253,Used in Last Week
1461,35-44,F,9,UK,White,-2.05048,1.58487,0.14143,0.13136,0.7583,Used in Last Week
1462,55-64,M,8,UK,White,0.13606,0.63779,0.88309,0.28783,-0.78155,Used in Last Week
1463,25-34,M,8,UK,White,0.13606,0.16767,-0.45174,0.43852,0.12331,Used in Last Week
1464,18-24,M,5,USA,White,-1.1943,0.80523,0.88309,0.94156,0.41594,Used in Last Day
1465,25-34,M,8,UK,White,-2.75696,1.2861,-0.58331,0.76096,-0.52745,Used in Last Month
1466,25-34,F,5,USA,Mixed-Black/Asian,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,Used in Last Year
1467,18-24,F,7,USA,White,-0.58016,0.32197,0.7233,-0.15487,0.58489,Used in Last Week
1468,55-64,F,7,USA,White,-1.86962,0.80523,0.88309,1.61108,0.93949,Used in Last Month
1469,25-34,F,8,UK,White,-0.14882,-0.80615,-1.27553,1.2861,0.12331,Used in Last Month
1470,18-24,F,7,UK,White,0.31287,0.00332,-0.01928,0.76096,-0.27607,Used in Last Week
1471,65+,M,7,UK,White,-1.86962,-0.15487,-0.58331,2.46262,0.41594,Never Used
1472,55-64,M,8,UK,White,-0.79151,-0.30033,0.29338,0.28783,1.46191,Used in Last Week
1473,18-24,M,5,USA,White,-0.14882,0.47617,-0.17779,-1.07533,0.12331,Used in Last Day
1474,25-34,F,8,USA,White,-0.24649,0.32197,0.88309,0.43852,0.12331,Used in Last Day
1475,45-54,M,5,Canada,Other,1.02119,-0.69509,-0.84732,-1.21213,0.7583,Used in Last Month
1476,25-34,F,5,USA,White,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,Used in Last Week
1477,25-34,M,6,Canada,White,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,Used in Last Week
1478,18-24,M,5,USA,White,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,Used in Last Day
1479,18-24,M,5,USA,White,-0.92104,1.45421,1.65653,-0.01729,-0.52745,Used in Last Day
1480,35-44,F,6,USA,White,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,Used in Last Week
1481,25-34,F,5,USA,Other,1.37297,0.32197,0.7233,0.94156,0.12331,Used in Last Year
1482,45-54,F,7,USA,White,1.60383,-2.32338,0.14143,-0.01729,-2.04506,Used in Last Month
1483,45-54,F,9,UK,White,-0.92104,0.00332,0.14143,0.13136,0.7583,Used in Last Week
1484,25-34,F,7,UK,White,-0.24649,0.47617,0.7233,1.61108,-0.14277,Used in Last Week
1485,35-44,M,6,USA,White,0.52135,-1.09207,-0.45174,0.13136,-1.13788,Used in Last Year
1486,25-34,F,9,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,Used in Last Week
1488,25-34,F,7,UK,White,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,Used in Last Week
1489,18-24,M,7,Australia,White,0.73545,0.00332,-0.17779,-1.07533,0.58489,Used in Last Day
1490,25-34,F,5,USA,White,-0.46725,-0.43999,-0.17779,-1.772,-1.25773,Used in Last Day
1491,25-34,F,9,UK,White,1.37297,-0.69509,-0.58331,-1.47955,1.13407,Used in Last Week
1492,18-24,F,8,UK,White,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,Used in Last Week
1493,18-24,M,5,USA,White,1.49158,-0.57545,-0.71727,-0.45321,-1.5184,Used in Last Day
1494,45-54,M,5,USA,White,-0.14882,-0.30033,0.58331,0.13136,-0.27607,Used in Last Month
1495,18-24,M,5,USA,White,2.127,-0.94779,-0.45174,-0.30172,-1.64101,Used in Last Week
1496,18-24,M,5,UK,White,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,Used in Last Week
1497,18-24,M,5,UK,White,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,Used in Last Month
1499,45-54,F,1,USA,White,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,Used in Last Week
1500,45-54,M,7,USA,White,-1.05308,0.96248,0.44585,-0.01729,0.58489,Used in Last Week
1501,25-34,M,9,USA,Other,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,Used in Last Week
1502,18-24,F,5,USA,White,0.62967,0.16767,0.58331,-2.07848,-0.00665,Used in Last Month
1503,18-24,M,7,USA,White,0.41667,-1.92173,0.88309,-0.15487,-0.52745,Used in Last Day
1504,25-34,M,7,USA,White,-0.46725,0.47617,1.43533,-0.30172,-0.40581,Used in Last Day
1505,18-24,F,7,USA,Mixed-White/Asian,-0.46725,0.00332,-0.31776,0.13136,-0.52745,Used in Last Day
1506,35-44,F,6,USA,White,1.72012,-2.72827,0.29338,1.2861,-0.78155,Used in Last Week
1507,45-54,F,9,UK,White,0.04257,1.58487,1.06238,0.59042,2.04506,Used in Last Day
1508,18-24,F,2,UK,White,2.82196,-2.44904,1.06238,-0.76096,-2.18109,Used in Last Month
1509,18-24,F,7,UK,White,1.02119,-0.69509,0.88309,-1.772,-0.40581,Used in Last Day
1510,25-34,F,6,USA,White,0.73545,-1.23177,0.7233,0.59042,-0.00665,Used in Last Week
1511,25-34,M,5,USA,White,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,Never Used
1512,18-24,M,7,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,Used in Last Week
1513,18-24,M,1,USA,White,2.28554,-0.69509,0.29338,-0.60633,-0.14277,Used in Last Day
1514,18-24,M,5,USA,Mixed-White/Asian,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,Used in Last Year
1515,25-34,M,4,USA,White,1.23461,-2.32338,0.29338,-0.30172,-1.92173,Used in Last Year
1516,18-24,M,5,USA,White,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,Used in Last Day
1517,18-24,M,4,USA,White,-0.79151,1.93886,1.65653,-1.07533,-0.40581,Used in Last Week
1518,45-54,M,9,USA,White,0.62967,-1.37639,1.43533,-0.91699,-0.52745,Used in Last Week
1519,18-24,M,6,USA,White,0.04257,-1.6334,1.88511,-0.91699,0.12331,Used in Last Day
1520,18-24,M,5,USA,White,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,Never Used
1522,18-24,M,6,USA,White,1.37297,-1.6334,1.06238,-0.91699,-1.38502,Used in Last Week
1523,25-34,M,6,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,Used in Last Year
1524,18-24,M,5,USA,White,0.82562,2.127,1.88511,0.13136,-0.65253,Used in Last Month
1525,18-24,M,4,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,Used in Last Decade
1526,18-24,M,2,Australia,White,0.82562,1.2861,0.29338,-1.21213,-0.89891,Used in Last Day
1527,18-24,M,4,USA,White,0.52135,1.2861,1.24033,-0.45321,-0.52745,Used in Last Week
1528,18-24,M,5,USA,White,0.91093,0.00332,1.06238,-1.21213,-1.5184,Used in Last Day
1529,18-24,F,7,UK,White,-1.86962,1.93886,0.58331,-1.47955,0.12331,Used in Last Day
1530,18-24,M,5,USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,Used in Last Week
1531,18-24,M,1,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,Used in Last Year
1532,25-34,F,7,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,Used in Last Week
1533,18-24,M,5,USA,White,1.02119,-1.7625,0.58331,-0.15487,-2.57309,Used in Last Week
1534,18-24,M,5,USA,Other,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,Used in Last Week
1535,25-34,M,4,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,Used in Last Day
1536,35-44,F,5,Republic of Ireland,White,0.31287,0.00332,-0.84732,-0.60633,-0.52745,Used in Last Week
1537,18-24,F,5,USA,Other,-0.46725,0.80523,0.29338,2.03972,1.81175,Used in Last Week
1538,18-24,F,5,USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,Used in Last Week
1539,18-24,F,5,USA,Other,0.04257,1.74091,-0.58331,-0.45321,2.33337,Used in Last Month
1540,18-24,M,5,USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,Used in Last Day
1541,18-24,F,5,USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,Used in Last Day
1542,18-24,M,5,USA,White,-1.55078,1.2861,-0.97631,0.43852,0.93949,Used in Last Day
1543,25-34,M,5,USA,White,0.82562,-3.00537,0.29338,-1.34289,-2.04506,Used in Last Day
1544,18-24,M,5,UK,White,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,Used in Last Month
1545,18-24,M,5,USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,Used in Last Month
1546,18-24,F,5,USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,Used in Last Year
1547,18-24,M,4,USA,Other,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,Used in Last Year
1548,18-24,F,5,USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,Used in Last Year
1549,25-34,M,7,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,Used in Last Week
1550,25-34,F,8,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,Used in Last Week
1551,25-34,F,6,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,Used in Last Day
1552,55-64,F,6,UK,White,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,Used in Last Year
1553,45-54,F,5,UK,White,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,Used in Last Day
1554,45-54,F,6,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,Used in Last Day
1555,18-24,M,5,UK,White,-0.05188,-2.32338,-0.84732,-1.772,-0.40581,Used in Last Day
1556,25-34,M,8,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,Used in Last Week
1557,18-24,F,8,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,Used in Last Day
1558,25-34,F,5,UK,White,-1.32828,1.58487,-0.58331,1.61108,1.13407,Used in Last Week
1559,55-64,F,7,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,Used in Last Month
1560,18-24,F,7,UK,Mixed-White/Black,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,Used in Last Week
1561,25-34,F,8,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,Used in Last Month
1562,35-44,F,7,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,Used over a Decade Ago
1563,45-54,F,1,UK,White,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,Used over a Decade Ago
1564,35-44,M,6,UK,White,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,Used in Last Month
1565,35-44,F,7,UK,White,-0.05188,1.74091,-2.8595,-0.76096,2.63199,Used in Last Day
1566,45-54,F,6,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,Used in Last Day
1567,35-44,F,6,UK,White,0.82562,0.80523,0.29338,1.2861,0.25953,Used in Last Week
1568,45-54,F,6,UK,White,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,Used in Last Month
1569,35-44,M,8,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,Used in Last Week
1570,25-34,M,7,UK,White,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,Used in Last Week
1571,25-34,F,8,UK,White,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,Used in Last Week
1572,45-54,M,6,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,Used in Last Day
1573,18-24,F,5,UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,Used in Last Year
1574,25-34,F,8,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,Used in Last Day
1575,45-54,F,6,UK,White,1.02119,0.32197,0.7233,1.61108,-0.52745,Used in Last Year
1576,35-44,F,7,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,Used in Last Year
1577,35-44,F,5,UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,Used in Last Month
1578,25-34,F,8,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,Used in Last Week
1579,45-54,F,7,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,Used in Last Year
1580,45-54,F,8,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,Used in Last Month
1581,35-44,F,2,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,Used in Last Day
1582,45-54,F,6,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,Used in Last Week
1583,35-44,F,8,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,Used in Last Month
1584,35-44,M,6,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,Used in Last Day
1585,35-44,F,8,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,Used in Last Week
1586,25-34,F,7,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,Used in Last Day
1587,35-44,F,7,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,Used in Last Week
1588,35-44,F,6,UK,White,-0.34799,0.80523,-1.68062,-0.60633,0.41594,Used in Last Week
1589,35-44,M,2,UK,White,-1.32828,2.127,-0.58331,-0.60633,0.12331,Used in Last Day
1590,35-44,M,6,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,Used in Last Month
1591,35-44,F,7,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,Used in Last Week
1592,45-54,F,6,UK,White,-2.05048,0.80523,-0.97631,2.75696,1.13407,Used in Last Week
1593,45-54,F,7,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,Used in Last Week
1594,35-44,F,9,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,Used in Last Week
1595,25-34,F,7,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,Used in Last Week
1596,25-34,F,7,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,Used in Last Week
1597,55-64,F,5,UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,Used in Last Week
1598,35-44,F,7,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,Used in Last Week
1599,25-34,F,8,UK,White,-0.79151,1.2861,-1.82919,0.13136,0.7583,Used in Last Week
1600,25-34,F,6,UK,White,-1.1943,1.11406,-1.42424,0.28783,-0.00665,Used in Last Month
1601,25-34,F,6,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,Used in Last Week
1602,25-34,M,8,UK,White,0.13606,0.63779,0.14143,-0.91699,1.63088,Used in Last Month
1603,55-64,F,8,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,Used in Last Day
1604,25-34,F,7,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,Used in Last Month
1605,45-54,M,2,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,Used in Last Week
1606,25-34,F,7,UK,Asian,-0.24649,2.127,-2.21069,-0.91699,-0.14277,Never Used
1607,35-44,F,6,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,Used in Last Week
1608,35-44,F,8,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,Used in Last Week
1609,25-34,M,5,USA,White,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,Used in Last Year
1610,25-34,F,7,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,Used in Last Month
1611,45-54,F,7,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,Used in Last Week
1612,25-34,F,7,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,Used in Last Year
1613,35-44,F,7,UK,Mixed-White/Black,0.13606,1.2861,-0.97631,0.43852,-0.00665,Used in Last Week
1614,25-34,M,5,UK,White,-2.52197,2.32338,0.29338,-1.47955,0.58489,Used in Last Month
1615,35-44,F,9,UK,White,-1.1943,0.47617,1.24033,1.11406,3.00537,Used in Last Week
1616,55-64,M,6,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,Used in Last Day
1617,25-34,M,8,UK,White,0.52135,0.00332,0.7233,0.59042,-0.27607,Used in Last Week
1618,45-54,M,6,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,Used in Last Week
1619,25-34,M,5,USA,White,0.31287,-0.30033,1.06238,-0.30172,-0.89891,Used in Last Week
1620,45-54,M,6,UK,White,0.13606,0.00332,-0.45174,-0.60633,0.7583,Used in Last Week
1621,25-34,M,7,UK,Black,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,Used in Last Day
1622,35-44,M,6,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,Used in Last Week
1623,35-44,M,7,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,Used in Last Week
1624,45-54,M,8,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,Used in Last Week
1625,35-44,M,5,UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,Used in Last Week
1626,35-44,F,6,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.7583,Used in Last Day
1627,25-34,F,6,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,Used in Last Week
1628,25-34,F,8,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,Used in Last Month
1629,25-34,F,8,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,Used in Last Year
1630,45-54,F,6,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,Used in Last Decade
1631,35-44,F,7,UK,White,-0.14882,0.47617,0.88309,-1.07533,-1.0145,Used in Last Day
1632,35-44,F,6,UK,White,-2.21844,0.47617,-0.17779,2.75696,1.13407,Used in Last Week
1633,35-44,M,6,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,Used in Last Day
1634,45-54,F,6,UK,Black,-0.34799,0.32197,-0.84732,-0.30172,0.41594,Used in Last Week
1635,18-24,F,4,UK,White,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,Used in Last Month
1636,55-64,M,1,UK,White,-1.43907,0.00332,-1.68062,0.43852,0.58489,Used in Last Week
1637,45-54,F,6,UK,White,0.04257,0.63779,-1.68062,-1.07533,-0.00665,Used in Last Month
1638,18-24,M,5,USA,White,1.8399,-1.23177,0.14143,-1.47955,-1.0145,Used in Last Week
1639,45-54,F,2,UK,White,0.22393,-0.57545,-0.71727,0.28783,0.41594,Used in Last Week
1640,45-54,F,6,UK,White,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,Used in Last Day
1641,35-44,F,6,UK,White,0.31287,0.63779,-0.58331,0.59042,0.12331,Used in Last Day
1642,45-54,F,6,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,Used in Last Week
1643,25-34,F,8,UK,White,-1.69163,0.47617,-1.42424,-0.30172,1.13407,Used in Last Month
1644,45-54,F,6,UK,White,0.04257,-0.80615,-0.01928,0.43852,-0.14277,Used in Last Year
1645,25-34,F,8,UK,White,-0.67825,-0.15487,-0.71727,0.76096,0.25953,Used in Last Year
1646,45-54,M,2,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,Used in Last Week
1647,35-44,M,6,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,Used in Last Day
1648,35-44,M,6,UK,White,0.82562,-0.80615,-0.58331,0.43852,-0.40581,Used in Last Week
1649,25-34,F,8,UK,White,-0.67825,0.47617,-0.17779,0.76096,1.46191,Used in Last Month
1650,25-34,F,7,UK,White,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,Used in Last Year
1651,25-34,F,7,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,Used in Last Week
1652,55-64,M,5,USA,White,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,Used in Last Month
1653,18-24,M,7,USA,White,0.22393,-1.23177,0.29338,-0.45321,-1.13788,Used in Last Week
1654,25-34,F,9,UK,White,-0.79151,0.96248,-0.31776,1.81866,1.46191,Used in Last Week
1655,55-64,M,2,UK,White,0.31287,-0.30033,-0.71727,-1.6209,0.41594,Used in Last Week
1656,35-44,F,7,UK,White,-0.79151,1.11406,-1.82919,0.76096,0.93949,Used in Last Week
1657,18-24,F,7,UK,White,1.72012,-1.23177,-0.71727,-0.60633,0.12331,Used in Last Month
1658,25-34,M,5,Canada,White,-1.69163,0.16767,-0.31776,-0.45321,0.93949,Used in Last Year
1659,18-24,M,6,UK,White,-0.14882,0.80523,2.44904,0.43852,-0.00665,Used in Last Month
1660,45-54,F,7,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,Used in Last Day
1661,35-44,F,6,UK,White,1.60383,0.16767,2.15324,-1.34289,-1.38502,Used in Last Year
1662,18-24,F,1,UK,White,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,Used in Last Decade
1664,25-34,F,5,UK,White,-1.05308,0.00332,-0.31776,0.43852,-0.78155,Used in Last Month
1665,25-34,F,9,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,Used in Last Week
1666,25-34,F,7,UK,White,-0.58016,0.47617,-0.71727,2.03972,0.93949,Used in Last Week
1667,18-24,M,5,UK,White,0.04257,0.96248,1.65653,-0.60633,0.12331,Used in Last Month
1668,25-34,F,9,Australia,White,0.13606,-0.43999,-1.55521,-0.01729,0.93949,Used in Last Year
1669,35-44,M,6,UK,White,0.62967,-1.09207,-0.84732,-0.91699,0.41594,Used in Last Year
1670,35-44,F,7,Australia,White,-1.1943,-0.57545,-0.71727,0.43852,0.93949,Used in Last Month
1671,45-54,M,7,UK,White,0.62967,-0.80615,-1.82919,-1.07533,0.12331,Used in Last Day
1672,55-64,M,7,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,Used in Last Week
1673,25-34,F,7,UK,White,-0.58016,0.16767,-0.58331,0.76096,-1.13788,Used in Last Year
1674,25-34,M,6,Republic of Ireland,White,-1.05308,0.47617,0.88309,0.43852,0.7583,Used in Last Year
1675,45-54,M,6,UK,White,-0.46725,0.16767,-1.42424,-0.30172,2.33337,Used in Last Week
1676,35-44,M,6,UK,White,-0.79151,1.11406,-2.09015,-0.30172,-0.52745,Used in Last Week
1677,25-34,F,7,UK,White,2.28554,-2.11437,-0.97631,1.11406,-0.65253,Used in Last Year
1678,18-24,F,5,USA,White,1.37297,0.00332,-0.01928,0.76096,-0.27607,Used in Last Week
1679,45-54,F,6,UK,White,-0.24649,0.80523,-1.68062,1.2861,1.13407,Used in Last Week
1680,18-24,F,7,UK,White,0.13606,0.63779,-0.01928,-2.21844,1.63088,Used in Last Year
1681,18-24,F,7,UK,White,-0.05188,1.2861,-0.71727,0.43852,0.41594,Used in Last Week
1682,45-54,F,5,UK,White,-0.24649,1.58487,-0.84732,1.2861,0.58489,Used in Last Week
1683,45-54,M,6,UK,White,-0.46725,0.47617,-1.11902,-0.76096,-0.14277,Used in Last Week
1684,18-24,M,5,USA,Black,0.13606,-1.6334,-0.01928,0.43852,-1.5184,Used in Last Month
1685,25-34,M,7,USA,White,0.52135,-2.21069,0.44585,0.76096,0.25953,Used in Last Week
1686,18-24,F,5,USA,Black,1.37297,-2.03972,0.88309,-0.01729,-1.13788,Used in Last Month
1687,35-44,F,6,UK,White,-1.05308,0.63779,-0.45174,0.59042,0.58489,Used in Last Day
1688,25-34,F,6,Canada,White,1.49158,-2.32338,-1.11902,2.03972,-0.27607,Used in Last Day
1689,25-34,F,8,USA,White,0.13606,0.96248,1.65653,0.43852,-0.27607,Used in Last Day
1690,35-44,M,5,USA,White,1.02119,-1.50796,-0.84732,-1.47955,-0.00665,Used in Last Day
1692,25-34,F,9,UK,White,-1.43907,0.80523,-0.01928,2.46262,-0.27607,Used in Last Week
1693,25-34,F,7,UK,White,0.73545,-0.30033,-0.31776,0.43852,-0.40581,Used in Last Week
1694,25-34,F,7,UK,White,-0.46725,0.80523,-0.97631,1.45039,1.13407,Used in Last Week
1695,45-54,M,8,UK,White,-0.92104,-0.30033,-0.01928,-0.30172,-0.40581,Used in Last Day
1696,35-44,M,6,UK,White,-0.46725,0.63779,-0.17779,-0.15487,-0.65253,Used in Last Day
1697,18-24,M,5,USA,White,0.13606,-1.7625,-0.45174,0.28783,-0.40581,Used in Last Year
1698,55-64,M,9,UK,White,-1.1943,0.00332,0.7233,-1.21213,1.13407,Used in Last Day
1699,45-54,F,7,UK,White,0.62967,-0.57545,0.7233,-0.15487,0.41594,Used in Last Month
1700,25-34,F,8,USA,White,-1.69163,0.80523,0.7233,-0.15487,-0.00665,Used in Last Day
1701,18-24,M,5,USA,White,1.37297,-0.94779,2.15324,-1.772,-1.92173,Used in Last Month
1702,35-44,F,7,USA,White,1.98437,-0.80615,2.15324,0.76096,-0.00665,Used in Last Day
1703,25-34,F,6,UK,White,-0.58016,0.47617,-1.97495,0.28783,0.93949,Used in Last Week
1704,18-24,M,5,USA,White,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,Used in Last Day
1705,18-24,M,4,Canada,White,0.41667,0.16767,-0.01928,-0.91699,-0.89891,Used in Last Week
1706,55-64,M,5,UK,White,0.62967,-1.7625,-1.11902,-0.76096,-1.78169,Used in Last Month
1707,18-24,M,7,UK,White,-0.92104,0.32197,-1.42424,-0.60633,1.81175,Used in Last Month
1708,18-24,F,6,UK,White,-0.46725,0.80523,-0.58331,0.94156,-0.14277,Used in Last Week
1709,35-44,F,7,UK,White,-0.46725,0.96248,-0.84732,0.28783,1.13407,Used in Last Week
1710,45-54,F,7,UK,White,-1.05308,1.2861,-0.84732,0.94156,-0.14277,Used in Last Day
1711,35-44,F,4,UK,White,-0.79151,-0.80615,0.7233,-0.91699,0.25953,Used in Last Month
1712,25-34,F,7,UK,White,0.04257,1.74091,0.58331,0.13136,-0.14277,Used in Last Week
1713,35-44,F,8,UK,White,-0.79151,0.63779,-0.84732,-1.07533,0.25953,Used in Last Week
1714,35-44,F,9,UK,Other,-2.3436,1.74091,-0.01928,0.59042,2.63199,Used in Last Month
1715,45-54,F,2,UK,White,-0.05188,-0.30033,-1.68062,1.2861,1.46191,Used in Last Week
1716,45-54,M,6,UK,White,1.23461,0.47617,0.58331,-0.76096,0.93949,Used over a Decade Ago
1717,45-54,M,8,UK,White,-0.14882,0.80523,-0.58331,-0.76096,-0.89891,Used in Last Week
1718,35-44,F,8,UK,Other,0.41667,-0.80615,1.06238,0.76096,0.58489,Used in Last Week
1719,45-54,M,6,UK,White,-1.1943,0.32197,-0.45174,-0.91699,0.12331,Used in Last Week
1720,25-34,F,7,UK,White,0.04257,-0.43999,-0.01928,0.94156,-1.38502,Used in Last Week
1721,25-34,F,7,UK,White,0.41667,1.11406,-1.11902,2.46262,1.30612,Never Used
1722,25-34,F,4,UK,White,-0.46725,0.16767,-2.63199,0.59042,1.13407,Used in Last Week
1723,45-54,M,7,UK,White,-0.05188,1.11406,0.7233,0.94156,1.81175,Used in Last Day
1724,55-64,M,6,UK,White,-2.05048,-0.15487,-1.42424,0.59042,0.41594,Used in Last Day
1725,45-54,F,6,UK,White,-1.32828,0.16767,-0.58331,0.28783,0.58489,Used in Last Week
1726,25-34,F,2,UK,White,-1.1943,-1.23177,-2.21069,1.81866,0.58489,Used in Last Year
1727,25-34,F,8,UK,White,0.13606,0.32197,0.58331,-0.76096,-0.52745,Used in Last Week
1728,18-24,F,2,UK,White,-1.69163,0.32197,-1.82919,1.81866,0.7583,Used in Last Month
1729,45-54,M,8,UK,White,-0.79151,-0.94779,-0.45174,-0.45321,-0.40581,Used in Last Day
1731,25-34,F,5,UK,White,0.62967,-1.37639,-0.71727,-0.01729,-0.78155,Used in Last Day
1732,45-54,M,8,UK,White,-0.34799,-0.30033,0.29338,-0.15487,0.12331,Used in Last Week
1733,25-34,M,6,UK,White,0.41667,-0.80615,-0.84732,-1.21213,1.30612,Used in Last Month
1734,45-54,M,6,UK,White,-0.92104,-0.30033,-1.55521,-0.01729,0.12331,Used in Last Week
